language,fleurs_config,fleurs_lang_code,iso639_3,region_group,analysis_version,fleurs_revision,ud_revision,fleurs_n_utterances,fleurs_train_files,fleurs_downloaded_bytes,ud_status,ud_treebank,ud_downloaded_bytes,max_lag_characters,max_lag_rule,memory_cost_bits_char,word_rate_wps,syllable_rate_sps,speech_char_rate_cps,seconds_per_character,mean_duration_s,median_duration_s,estimated_syllable_total,syllable_estimator,locality_lambda_per_char,locality_lambda_per_s,locality_quality_status,locality_lambda_r2,locality_fit_rmse_bits,hilberg_alpha,hilberg_r2,hilberg_alpha_at_bound,locality_amplitude,n_decay_points,n_positive_information_points,decay_start_lag,decay_end_lag,decay_start_seconds,decay_end_seconds,decay_fit_method,lambda_q025,lambda_q975,lambda_bootstrap_n,lambda_bootstrap_method,n_words,n_word_types,mean_word_length_chars,median_word_length_chars,lexical_ttr,n_chars,mean_chars_per_utterance,H_original,H_order,H_structure,word_order_redundancy,word_structure_redundancy,word_order_redundancy_raw,word_structure_redundancy_raw,morphology_index,morphology_index_status,morphology_estimator_version,char_entropy_rate_bits,morphology_corpus_characters,morphology_character_definition,ud_n_sentences,ud_n_tokens,ud_morph_feature_density,ud_mean_feats_per_token,ud_dependency_direction_entropy_bits,ud_mean_dependency_distance,morphology_source,locality_estimator,locality_effective_train_chars,locality_effective_valid_chars,locality_eval_positions,locality_requested_train_chars,locality_requested_valid_chars,locality_target_unit,locality_train_valid_fraction,speech_time_source
Bengali,bn_in,bn,ben,South Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2466895457,no_matching_treebank,,0,20,standard_fixed_lag,10.890099854589977,1.4791266357354496,1.4806237274720238,8.157262326923176,0.1225901484986554,12.8026,12.0,22747.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6425098345092584,5.241121267720018,identified,0.9887656617979522,0.0452465308508647,1.6122104646446016,-1.0254896979939452,False,3.407071017956413,20,20,1.0,20.0,0.1225901484986554,2.451802969973109,nonlinear_exponential_least_squares_positive_prefix,4.659622503318472,5.588745125146608,147,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99980,19997,16471,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Nyanja,ny_mw,ny,nya,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2490915311,no_matching_treebank,,0,20,standard_fixed_lag,8.830900818302798,1.3340473555676535,3.606939062590809,8.357737000228914,0.1196496132831902,14.051850000000002,13.38,60821.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.7709884830770042,6.443718971763041,identified,0.9380956304583954,0.0867076075838133,1.5145778357678137,-0.1820568304280372,False,3.208120927230212,20,20,1.0,20.0,0.1196496132831902,2.392992265663805,nonlinear_exponential_least_squares_positive_prefix,4.754487304655334,7.731480677879641,120,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99988,19982,16911,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Norwegian Bokmål,nb_no,nb,nob,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2495917644,no_matching_treebank,,0,20,standard_fixed_lag,9.46547119643875,1.696757841123404,3.132578684850839,8.497937196268667,0.1176756166707241,12.48705,11.7,46940.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5107249106960657,4.340108215665091,identified,0.9824762041805328,0.0382304330452877,1.5080240848137192,-2.1327969248708305,False,1.9443128453559133,20,20,1.0,20.0,0.1176756166707241,2.353512333414483,nonlinear_exponential_least_squares_positive_prefix,3.668034447478466,4.63331464029812,116,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99982,19982,16540,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Amharic,am_et,am,amh,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2535233048,no_matching_treebank,,0,10,low_resource_fixed_lag,8.961700220766982,1.3324207616666996,1.3437287149271595,5.228374365994141,0.1912640392593342,12.60175,12.3,20320.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5948970549282911,3.1103445123924858,identified,0.9842827913268062,0.0657465735691887,1.1656790323511934,0.6690205419762465,False,3.095669197568049,10,10,1.0,10.0,0.1912640392593342,1.9126403925933424,nonlinear_exponential_least_squares_positive_prefix,2.703745609216618,3.4440075057865784,77,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,63017,16047,13849,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Nepali,ne_np,ne,nep,South Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2566353789,no_matching_treebank,,0,20,standard_fixed_lag,10.761852737358122,1.4760002808675503,1.4888045368370184,8.367168235532223,0.1195147476243366,12.10535,11.52,21627.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5830485589107147,4.87846538189057,identified,0.993114313597934,0.0345002351558668,1.6367264095511258,-1.3089723457803926,False,3.067700186145663,20,20,1.0,20.0,0.1195147476243366,2.3902949524867334,nonlinear_exponential_least_squares_positive_prefix,4.434958421988934,5.1024164414719495,162,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,97018,19967,16352,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Javanese,jv_id,jv,jav,South/Southeast Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2577764254,no_matching_treebank,,0,20,standard_fixed_lag,9.161314357657718,1.466291001689232,3.283349721402819,8.273958096966947,0.1208611390437882,13.220999999999998,12.66,52091.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.7472199454996735,6.182466518282225,identified,0.9017157677467176,0.1039208348400945,1.3885301617123804,0.097837042141218,False,2.9276859897352487,20,20,1.0,20.0,0.1208611390437882,2.4172227808757656,nonlinear_exponential_least_squares_positive_prefix,4.318133462553138,8.65563796442128,112,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99983,19987,16641,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Umbundu,umb_ao,umb,umb,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1153,1,2589643044,no_matching_treebank,,0,20,standard_fixed_lag,9.287121188370053,0.7666545615946416,2.0907004715827,4.441016104896889,0.2251736936727947,20.204700780572416,20.46,48705.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",1.0335605144726483,4.590058890158546,identified,0.9465428819867062,0.0903681087261808,1.3504076457549252,0.6245276927785126,False,4.894387551960143,20,20,1.0,20.0,0.2251736936727947,4.503473873455894,nonlinear_exponential_least_squares_positive_prefix,3.4219985312024934,5.8181032581447045,131,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,82826,19998,15904,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Croatian,hr_hr,hr,hrv,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2630134722,loaded,hr_set,2519965,20,standard_fixed_lag,9.546757776334292,1.5631325502918223,3.6165237403200505,8.46840319090102,0.118086016626424,12.14495,11.58,52707.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4979316489123816,4.216685964500218,identified,0.9454992449675456,0.06393354626455,1.4682989161890532,-2.1047556409148003,False,1.7889477472890418,20,20,1.0,20.0,0.118086016626424,2.3617203325284803,nonlinear_exponential_least_squares_positive_prefix,3.445717994127876,4.867047966114979,134,parametric_residual_positive_prefix,97514.0,23341.0,5.544209036651147,5.0,0.2393605020817523,633152.0,126.6304,2.0340019502555715,2.341819179232902,2.609238892556028,0.3078172289773304,0.5752369423004566,0.3078172289773304,0.5752369423004566,0.6514175019048761,identified,koplenig_lz_longest_match_v6_ud_annotations,2.0340019502555715,638151.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,110311.0,0.805386588826137,2.662046396098304,0.992908663321742,3.3789917482504204,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99236,19999,16418,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Kazakh,kk_kz,kk,kaz,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2661403409,loaded,kk_ktb,26821,20,standard_fixed_lag,10.71602409896095,1.2550785684411785,1.2716337057616856,8.282734360996594,0.1207330763508487,13.3896,12.75,20432.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.7513321096259007,6.223084280918508,identified,0.97281398743903,0.0731576057552186,1.621554064208529,-0.694180993416782,False,4.035594423290756,20,20,1.0,20.0,0.1207330763508487,2.4146615270169742,nonlinear_exponential_least_squares_positive_prefix,5.116856168725844,7.054375684410728,121,parametric_residual_positive_prefix,410.0,313.0,5.765853658536585,6.0,0.7634146341463415,2743.0,88.48387096774194,2.267583915553277,2.3706748920891365,3.084333353369769,0.1030909765358596,0.8167494378164921,0.1030909765358596,0.8167494378164921,0.8879251499202232,identified,koplenig_lz_longest_match_v6_ud_annotations,2.267583915553277,2773.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,31.0,529.0,0.6086956521739131,1.561436672967864,0.9618624139909456,2.9819277108433737,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99967,19984,16694,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Burmese,my_mm,my,mya,South/Southeast Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2727556861,no_matching_treebank,,0,20,standard_fixed_lag,9.15830742175656,0.7112022713439841,0.7275032220764127,9.930034912180092,0.100704580481727,14.21185,13.7,12407.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",1.1924592522356567,11.84116200605224,identified,0.987882128497797,0.0650302839355167,1.8039478696841225,0.4906136636170843,False,8.800744576704709,20,20,1.0,20.0,0.100704580481727,2.0140916096345416,nonlinear_exponential_least_squares_positive_prefix,10.185310218056175,12.415637638044894,142,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99957,19991,17118,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Marathi,mr_in,mr,mar,South Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2732278764,loaded,mr_cmupan,2748077,20,standard_fixed_lag,9.884183169997357,1.3825212767747035,1.3836858866109985,8.062787998307433,0.1240265774332554,12.87985,12.24,21386.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6394552136473316,5.155791822050822,identified,0.993088396139624,0.0342072956198375,1.6570471636638897,-0.914029506919074,False,3.263842148478079,20,20,1.0,20.0,0.1240265774332554,2.48053154866511,nonlinear_exponential_least_squares_positive_prefix,4.626161933183361,5.492707801856726,129,parametric_residual_positive_prefix,57115.0,17731.0,5.864851615162392,5.0,0.3104438413726691,387086.0,77.4172,2.0803737951409498,2.405256087193144,2.8111428960243448,0.3248822920521941,0.730769100883395,0.3248822920521941,0.730769100883395,0.6922447180704692,identified,koplenig_lz_longest_match_v6_ud_annotations,2.0803737951409498,392085.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,64912.0,0.6559495932955386,1.9756285432585647,0.7922009628170668,2.792712645212979,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99639,19973,16442,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Persian,fa_ir,fa,fas,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2739771475,loaded,fa_perdt,10209681,20,standard_fixed_lag,10.087977253395406,1.723254336676204,1.7244017637796505,6.61769523277782,0.1511100110876885,13.798988437499998,13.02,28554.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.3994267578694284,2.643284551396417,identified,0.9899485611160044,0.0270100456959749,1.4929309686527428,-3.525418580802444,False,1.5405594071048478,20,20,1.0,20.0,0.1511100110876885,3.0222002217537707,nonlinear_exponential_least_squares_positive_prefix,,,43,parametric_residual_positive_prefix,84821.0,12501.0,3.708433053135426,3.0,0.1473809551879841,394374.0,78.8748,2.307509720566253,2.537432167183494,2.776592400682296,0.2299224466172411,0.4690826801160432,0.2299224466172411,0.4690826801160432,0.6710718736903178,identified,koplenig_lz_longest_match_v6_ud_annotations,2.307509720566253,399373.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,87683.0,0.5674988310162745,0.9989051469498078,0.9956317464880812,3.517421960983516,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,87475,19999,16289,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Welsh,cy_gb,cy,cym,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2741092458,loaded,cy_ccg,491007,20,standard_fixed_lag,10.096643756083385,1.9928276082080985,3.173810869418742,8.781023413403958,0.1138819421063758,12.12055,12.12,46162.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.392747349963612,3.4487236755828348,identified,0.9715937318833308,0.0462178059407285,1.5072099104890884,-3.2201035196970764,False,1.5357816514864406,20,20,1.0,20.0,0.1138819421063758,2.277638842127516,nonlinear_exponential_least_squares_positive_prefix,,,8,parametric_residual_positive_prefix,25613.0,5673.0,4.3013703978448445,4.0,0.2214890875727169,134429.0,99.20959409594096,2.0481304445693413,2.374323932533379,2.5220208245802307,0.3261934879640376,0.4738903800108893,0.3261934879640376,0.4738903800108893,0.5923008811692978,identified,koplenig_lz_longest_match_v6_ud_annotations,2.0481304445693413,135783.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,1355.0,28563.0,0.6394636417743235,1.5633511886006373,0.9958287012055028,2.9251323140252867,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99979,19981,16876,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Irish,ga_ie,ga,gle,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2758458362,loaded,ga_idt,1388674,20,standard_fixed_lag,8.562603616955979,1.6472081502108005,2.5830062289618767,7.787935719797363,0.1284037305878045,14.9035,14.28,46195.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5394505689110334,4.201206354687246,identified,0.9655875933902948,0.0536883354361466,1.673698748553493,-2.928647822130219,False,2.003323226995529,20,20,1.0,20.0,0.1284037305878045,2.5680746117560904,nonlinear_exponential_least_squares_positive_prefix,3.336433607013076,4.805711248324159,140,parametric_residual_positive_prefix,87764.0,13800.0,4.815288728863771,4.0,0.1572398705619616,506375.0,126.65707853926963,1.5660340857910482,2.227677716067108,1.851865177158124,0.6616436302760591,0.2858310913670752,0.6616436302760591,0.2858310913670752,0.3016767464480527,identified,koplenig_lz_longest_match_v6_ud_annotations,1.5660340857910482,510372.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,3998.0,95872.0,0.7255611648865153,2.16701435246996,0.98631149535808,3.561040120164573,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99960,19994,16926,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Cebuano,ceb_ph,ceb,ceb,South/Southeast Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2776778336,no_matching_treebank,,0,20,standard_fixed_lag,9.231827024294637,1.9240930350145369,3.657059790165592,9.261092150170647,0.1079786253915607,13.185,12.72,57862.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6011451888238754,5.567260989329645,identified,0.9308059591154014,0.083049404773032,1.412503609598468,-0.3103074456336847,False,2.341080773906208,20,20,1.0,20.0,0.1079786253915607,2.1595725078312142,nonlinear_exponential_least_squares_positive_prefix,4.446160697221492,6.562797088200612,145,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99975,19952,17075,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Sindhi,sd_in,sd,snd,South Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2829426192,loaded,sd_isra,1046863,20,standard_fixed_lag,9.71480833471396,1.7947775252890692,1.7973197954189597,6.810220186667815,0.146838130426043,12.78385,12.21,27572.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4997940565361512,3.403707572999092,identified,0.9945967260379018,0.0225842298816882,1.5331623995832369,-2.135825478176799,False,2.038999707037956,20,20,1.0,20.0,0.146838130426043,2.9367626085208616,nonlinear_exponential_least_squares_positive_prefix,3.143203896756511,3.5887886007791745,84,parametric_residual_positive_prefix,65264.0,8527.0,3.728502696739397,3.0,0.1306539593037509,304505.0,74.342041015625,2.100045067563947,2.5310885246094403,2.4491797736938583,0.4310434570454933,0.3491347061299112,0.4310434570454933,0.3491347061299112,0.4475063807334692,identified,koplenig_lz_longest_match_v6_ud_annotations,2.100045067563947,308600.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,4096.0,74589.0,0.7080132459209804,2.0335304133317247,0.975131559992714,2.946363468713205,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,83250,19999,16099,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Ganda,lg_ug,lg,lug,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2858237061,no_matching_treebank,,0,20,standard_fixed_lag,8.820430554869187,0.9944023134007688,2.812585891197386,6.139841515014265,0.1628706535102928,17.2214,16.86,58124.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.8702553832402357,5.3432301306830485,identified,0.9284113423030654,0.0870185074338502,1.440231776520959,-0.1304468511427514,False,3.3780809044527698,20,20,1.0,20.0,0.1628706535102928,3.257413070205857,nonlinear_exponential_least_squares_positive_prefix,3.8918024497083774,5.571190118831577,111,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99984,19992,16504,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Northern Sotho,nso_za,nso,nso,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2993048374,no_matching_treebank,,0,20,standard_fixed_lag,10.384070707903993,1.212487875121249,2.2291027089729103,5.093282400509328,0.1963370418848167,20.0002,19.92,53499.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.8015671243591448,4.082607727325304,identified,0.9159851359611064,0.0963482851942893,1.2446796768627648,0.2580346204750359,False,3.1911588440912104,20,20,1.0,20.0,0.1963370418848167,3.926740837696335,nonlinear_exponential_least_squares_positive_prefix,2.7827132500851683,4.200395712685649,121,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,96977,19995,16696,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Somali,so_so,so,som,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2995078067,no_matching_treebank,,0,20,standard_fixed_lag,8.083194766128695,1.5227900552486189,3.119647790055249,8.144624769797423,0.1227803647515209,14.48,13.62,54207.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.654214659389314,5.32833291962679,identified,0.9503611237182896,0.0649328924333704,1.5937248492201026,-1.4067596523085295,False,2.337722805225707,20,20,1.0,20.0,0.1227803647515209,2.45560729503042,nonlinear_exponential_least_squares_positive_prefix,4.192986786371411,5.962636166658231,116,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,100000,19954,16700,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Xhosa,xh_za,xh,xho,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,3021633540,no_matching_treebank,,0,20,standard_fixed_lag,9.36628070733525,1.1572659393957136,3.642453984437231,8.454738300781797,0.1182768720242389,13.66295,12.9,59720.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.7830161971957948,6.620197032563799,identified,0.9169175655133456,0.0937472641776217,1.4854593672141485,-0.6734877916572899,False,3.040064276758036,20,20,1.0,20.0,0.1182768720242389,2.3655374404847787,nonlinear_exponential_least_squares_positive_prefix,4.565783520940287,7.04552094314495,127,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99984,19981,16586,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Swahili,sw_ke,sw,swa,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,3093209341,no_matching_treebank,,0,20,standard_fixed_lag,9.121749505301905,1.2997672464306953,3.0969487648623644,6.998533467702045,0.1428870783593392,15.33095,14.58,56975.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.7056285481902849,4.938365010275714,identified,0.9285500396149045,0.0848244701750781,1.3872916341998391,-0.1099155593581437,False,2.699036782810267,20,20,1.0,20.0,0.1428870783593392,2.857741567186784,nonlinear_exponential_least_squares_positive_prefix,3.57993418772414,5.930038874062828,124,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99970,19982,16495,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Igbo,ig_ng,ig,ibo,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,3101670280,no_matching_treebank,,0,20,standard_fixed_lag,8.932584565540765,1.5295630618597051,2.517535303582856,6.002075036810159,0.166609046682538,16.0961,15.45,48627.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5841265734597896,3.505971524900459,identified,0.9918749534139996,0.0269989225372017,1.39094582771116,-0.4256527902043181,False,2.230849284469946,20,20,1.0,20.0,0.166609046682538,3.332180933650761,nonlinear_exponential_least_squares_positive_prefix,,,44,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,92669,19978,16398,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Hausa,ha_ng,ha,hau,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,3138058653,no_matching_treebank,,0,20,standard_fixed_lag,8.349594145001209,1.6673229806929537,3.0871299672984405,7.273386180880146,0.1374875436462787,14.60175,13.71,54093.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.8450104618245033,6.1460874157334935,identified,0.9386504785526278,0.0812073004181052,1.451377470610608,0.0737152884326778,False,3.3040038170874304,20,20,1.0,20.0,0.1374875436462787,2.7497508729255755,nonlinear_exponential_least_squares_positive_prefix,4.68370824517502,7.833661521108652,136,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99993,19951,16740,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Fulah,ff_sn,ff,ful,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,3200500524,no_matching_treebank,,0,20,standard_fixed_lag,10.824141886445805,1.4664795043798675,2.658795502706205,6.235518543013584,0.1603715862765611,14.817799999999998,14.22,47277.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5682542559497057,3.543359950120777,identified,0.9524028448429817,0.0635178284510234,1.283247105590335,-0.7992837975542506,False,2.1254515108700645,20,20,1.0,20.0,0.1603715862765611,3.2074317255312232,nonlinear_exponential_least_squares_positive_prefix,2.947824337241137,4.198271879044792,135,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,88402,19993,16276,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Occitan,oc_fr,oc,oci,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,3203338360,loaded,oc_ttb,248352,20,standard_fixed_lag,10.099217345718907,1.6942467632684557,3.142301866300837,7.975077881619938,0.125390625,14.57875,14.58,54973.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5207808974291299,4.153268216257235,identified,0.9776237696662616,0.0474999421803985,1.484744455725708,-1.565608322744215,False,2.159559517401878,20,20,1.0,20.0,0.125390625,2.5078125,nonlinear_exponential_least_squares_positive_prefix,3.4320621917494623,4.542581465854515,114,parametric_residual_positive_prefix,11736.0,4014.0,4.203902522154056,4.0,0.3420245398773006,60243.0,72.58192771084337,2.330214103304908,2.502934666180376,3.059284629858949,0.172720562875468,0.7290705265540409,0.172720562875468,0.7290705265540409,0.8084694283409537,identified,koplenig_lz_longest_match_v6_ud_annotations,2.330214103304908,61072.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,830.0,14011.0,0.0069945043180358,0.0069945043180358,0.9983879231850208,2.3605947955390336,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99997,19982,17053,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Zulu,zu_za,zu,zul,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,3223660665,no_matching_treebank,,0,20,standard_fixed_lag,9.473785805964118,0.8748768271034391,2.950421628508681,6.673223469629149,0.1498526168876483,17.8949,17.549999999999997,63357.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.8152881167044623,5.440599794901966,identified,0.9298808416965548,0.0916301094067831,1.4648102020435647,-0.2956621409971527,False,3.3706039658061195,20,20,1.0,20.0,0.1498526168876483,2.997052337752966,nonlinear_exponential_least_squares_positive_prefix,4.078719426465882,6.713414232399348,134,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99984,19990,16782,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
